dealer_id,model,region,total_sales,average_sales,average_inventory,number_of_months
D038,X3,Central,1818,30.8135593220339,64.76271186440678,59
D063,X3,South,2593,43.94915254237288,75.88135593220339,59
D112,X7,West,1224,20.74576271186441,65.72881355932203,59
D108,iX3,West,2327,39.440677966101696,75.08474576271186,59
D131,iX,East,1224,20.74576271186441,40.355932203389834,59
D174,X3,West,3598,60.983050847457626,84.45762711864407,59
D186,iX1,East,1500,25.423728813559322,53.30508474576271,59
D143,iX1,South,2974,50.40677966101695,142.66101694915255,59
D165,iX3,East,1480,25.084745762711865,55.13559322033898,59
D232,X1,Central,1910,32.3728813559322,71.55932203389831,59
D171,X5,North,2772,46.983050847457626,105.66101694915254,59
D208,X1,Central,2771,46.96610169491525,93.50847457627118,59
D183,i7,East,513,8.694915254237289,11.423728813559322,59
D242,i5,East,1383,23.440677966101696,40.728813559322035,59
D244,i7,West,847,14.35593220338983,21.559322033898304,59
D009,iX3,South,1224,20.74576271186441,35.08474576271186,59
D086,5 Series,West,2130,36.101694915254235,82.42372881355932,59
D118,iX,North,1177,19.949152542372882,46.016949152542374,59
D012,3 Series,Central,1575,26.694915254237287,53.220338983050844,59
D028,i4,Central,1522,25.796610169491526,74.69491525423729,59
D141,iX1,Central,1712,29.016949152542374,60.847457627118644,59
D150,3 Series,North,1448,24.54237288135593,45.559322033898304,59
D124,X1,East,2298,38.94915254237288,73.27118644067797,59
D224,4 Series,South,1027,17.406779661016948,29.322033898305083,59
D230,i7,North,609,10.322033898305085,14.559322033898304,59
D154,iX,South,1620,27.45762711864407,45.898305084745765,59
D149,X7,Central,829,14.05084745762712,24.050847457627118,59
D185,iX,East,1482,25.11864406779661,66.50847457627118,59
D223,i7,West,803,13.610169491525424,30.10169491525424,59
D142,3 Series,South,1682,28.508474576271187,66.42372881355932,59
D212,iX1,West,1673,28.35593220338983,93.37288135593221,59
D134,X3,East,2496,42.30508474576271,106.15254237288136,59
D002,iX1,West,1919,32.52542372881356,52.28813559322034,59
D039,iX1,South,3071,52.05084745762712,148.54237288135593,59
D039,iX,South,1580,26.779661016949152,41.66101694915254,59
D066,iX3,South,1968,33.355932203389834,64.44067796610169,59
D015,5 Series,West,2599,44.05084745762712,94.59322033898304,59
D072,iX,North,1771,30.016949152542374,49.49152542372882,59
D078,i4,South,1854,31.423728813559322,64.64406779661017,59
D030,i7,East,477,8.084745762711865,9.694915254237289,59
D176,iX1,East,1135,19.23728813559322,30.423728813559322,59
D219,X7,East,909,15.40677966101695,33.440677966101696,59
D143,2 Series,South,2014,34.13559322033898,64.52542372881356,59
D148,i4,South,1974,33.45762711864407,101.88135593220339,59
D183,3 Series,East,1309,22.1864406779661,60.779661016949156,59
D232,7 Series,Central,518,8.779661016949152,15.322033898305085,59
D203,iX3,East,2070,35.08474576271186,76.05084745762711,59
D134,2 Series,East,1061,17.983050847457626,34.152542372881356,59
D159,iX1,East,1808,30.64406779661017,47.33898305084746,59
D198,i7,North,688,11.661016949152541,23.8135593220339,59
D199,i7,South,605,10.254237288135593,18.372881355932204,59
D144,X1,East,2157,36.559322033898304,117.55932203389831,59
D241,iX1,North,2321,39.33898305084746,103.96610169491525,59
D237,4 Series,West,1270,21.52542372881356,26.89830508474576,59
D051,X7,West,2024,34.30508474576271,65.50847457627118,59
D082,iX,East,1269,21.508474576271187,50.05084745762712,59
D092,3 Series,Central,1949,33.03389830508475,86.77966101694915,59
D030,3 Series,East,1257,21.305084745762713,31.406779661016948,59
D047,i5,East,1727,29.271186440677965,65.72881355932203,59
D111,iX1,South,1579,26.76271186440678,58.932203389830505,59
D065,i7,East,682,11.559322033898304,21.694915254237287,59
D086,i4,West,1815,30.76271186440678,45.847457627118644,59
D110,5 Series,West,2701,45.779661016949156,137.23728813559322,59
D123,3 Series,West,2364,40.067796610169495,75.52542372881356,59
D135,3 Series,West,1927,32.66101694915254,47.86440677966102,59
D200,X1,Central,2021,34.25423728813559,62.271186440677965,59
D184,i4,West,2384,40.40677966101695,67.23728813559322,59
D204,i7,West,528,8.94915254237288,16.71186440677966,59
D231,X1,East,1548,26.23728813559322,72.03389830508475,59
D158,7 Series,East,846,14.338983050847459,23.423728813559322,59
D164,5 Series,East,2070,35.08474576271186,99.10169491525424,59
D206,iX1,South,1760,29.83050847457627,40.932203389830505,59
D187,5 Series,North,1692,28.677966101694917,73.9322033898305,59
D223,4 Series,West,1403,23.779661016949152,42.88135593220339,59
D186,X1,East,1456,24.677966101694917,51.101694915254235,59
D145,X5,Central,1779,30.152542372881356,66.67796610169492,59
D186,7 Series,East,485,8.220338983050848,10.94915254237288,59
D148,X7,South,1753,29.71186440677966,64.50847457627118,59
D016,i4,West,2312,39.186440677966104,71.66101694915254,59
D023,X7,North,1335,22.627118644067796,44.30508474576271,59
D109,X5,East,1869,31.677966101694917,58.898305084745765,59
D018,iX,North,945,16.016949152542374,36.30508474576271,59
D038,i7,Central,405,6.864406779661017,8.915254237288135,59
D195,2 Series,Central,1474,24.983050847457626,73.45762711864407,59
D144,i5,East,1277,21.64406779661017,31.45762711864407,59
D173,iX,West,2232,37.83050847457627,123.88135593220339,59
D172,iX,North,1533,25.983050847457626,43.94915254237288,59
D181,5 Series,Central,2077,35.20338983050848,80.7457627118644,59
D120,7 Series,North,543,9.203389830508474,13.474576271186441,59
D151,X5,Central,2080,35.25423728813559,68.05084745762711,59
D164,i5,East,1727,29.271186440677965,58.559322033898304,59
D185,3 Series,East,1397,23.677966101694917,68.42372881355932,59
D016,X5,West,2613,44.28813559322034,121.7457627118644,59
D032,4 Series,South,1919,32.52542372881356,50.59322033898305,59
D054,2 Series,East,830,14.067796610169491,24.0,59
D003,X7,West,1719,29.135593220338983,51.86440677966102,59
D052,iX,North,1343,22.76271186440678,51.59322033898305,59
D009,2 Series,South,1098,18.610169491525422,34.69491525423729,59
D164,2 Series,East,1575,26.694915254237287,56.45762711864407,59
D147,iX1,North,1972,33.42372881355932,75.67796610169492,59
D169,iX3,South,1587,26.89830508474576,71.57627118644068,59
D236,X5,West,2289,38.79661016949152,114.0677966101695,59
D153,X3,Central,2508,42.50847457627118,84.71186440677967,59
D206,X1,South,2302,39.016949152542374,79.96610169491525,59
D158,X1,East,2295,38.898305084745765,68.11864406779661,59
D175,i4,West,2488,42.16949152542373,71.71186440677967,59
D245,3 Series,West,3019,51.16949152542373,118.76271186440678,59
D051,iX3,West,1933,32.76271186440678,66.96610169491525,59
D088,i7,South,603,10.220338983050848,11.64406779661017,59
D035,3 Series,Central,1884,31.93220338983051,78.88135593220339,59
D039,4 Series,South,1779,30.152542372881356,56.52542372881356,59
D117,X3,North,2666,45.186440677966104,90.0,59
D029,X1,East,2606,44.16949152542373,121.72881355932203,59
D101,iX,Central,1747,29.610169491525422,49.16949152542373,59
D109,i5,East,1178,19.966101694915253,34.101694915254235,59
D063,4 Series,South,1231,20.864406779661017,30.915254237288135,59
D089,iX,West,1674,28.372881355932204,68.64406779661017,59
D097,7 Series,South,778,13.186440677966102,26.016949152542374,59
D136,iX,South,1597,27.06779661016949,48.389830508474574,59
D124,7 Series,East,642,10.88135593220339,17.610169491525422,59
D140,4 Series,East,1193,20.220338983050848,34.08474576271186,59
D149,3 Series,Central,1145,19.406779661016948,46.33898305084746,59
D168,X1,North,1860,31.52542372881356,79.88135593220339,59
D189,i7,South,609,10.322033898305085,17.915254237288135,59
D173,X5,West,3332,56.47457627118644,162.88135593220338,59
D175,i7,West,1032,17.491525423728813,30.305084745762713,59
D175,iX1,West,2458,41.66101694915254,119.35593220338983,59
D238,4 Series,East,1157,19.610169491525422,34.355932203389834,59
D238,2 Series,East,868,14.711864406779661,22.966101694915253,59
D007,X1,North,1889,32.016949152542374,87.13559322033899,59
D035,2 Series,Central,1088,18.440677966101696,31.864406779661017,59
D036,X3,North,3487,59.101694915254235,86.94915254237289,59
D080,4 Series,West,2457,41.644067796610166,65.61016949152543,59
D081,iX1,Central,1945,32.96610169491525,90.9322033898305,59
D013,i4,West,1933,32.76271186440678,46.45762711864407,59
D075,5 Series,West,1713,29.033898305084747,58.47457627118644,59
D095,2 Series,Central,1523,25.8135593220339,57.05084745762712,59
D038,5 Series,Central,1121,19.0,30.779661016949152,59
D139,i5,South,2195,37.20338983050848,59.57627118644068,59
D170,4 Series,North,1149,19.47457627118644,46.86440677966102,59
D186,iX3,East,1082,18.338983050847457,39.74576271186441,59
D217,iX3,North,1594,27.016949152542374,55.66101694915254,59
D141,4 Series,Central,1153,19.54237288135593,39.6271186440678,59
D180,4 Series,East,1264,21.423728813559322,43.559322033898304,59
D227,X5,Central,1854,31.423728813559322,91.44067796610169,59
D150,iX,North,967,16.389830508474578,21.06779661016949,59
D220,i4,Central,1526,25.864406779661017,57.47457627118644,59
D127,2 Series,North,984,16.677966101694917,29.389830508474578,59
D032,X3,South,3572,60.54237288135593,109.40677966101696,59
D071,iX1,West,2511,42.559322033898304,70.66101694915254,59
D020,2 Series,East,1216,20.610169491525422,29.10169491525424,59
D088,5 Series,South,1570,26.610169491525422,49.932203389830505,59
D109,iX,East,1133,19.203389830508474,35.11864406779661,59
D112,iX1,West,2063,34.96610169491525,81.32203389830508,59
D013,7 Series,West,1170,19.83050847457627,29.152542372881356,59
D086,iX,West,1786,30.271186440677965,68.72881355932203,59
D093,5 Series,Central,1786,30.271186440677965,71.83050847457628,59
D012,X3,Central,1977,33.50847457627118,93.03389830508475,59
D096,X1,South,2577,43.67796610169491,89.11864406779661,59
D057,iX3,East,1653,28.016949152542374,47.66101694915254,59
D027,3 Series,East,1837,31.135593220338983,71.98305084745763,59
D133,2 Series,North,1683,28.52542372881356,72.84745762711864,59
D210,2 Series,West,1626,27.559322033898304,65.91525423728814,59
D226,X5,South,2253,38.186440677966104,79.35593220338983,59
D229,X7,East,1056,17.89830508474576,42.23728813559322,59
D122,4 Series,West,1231,20.864406779661017,42.91525423728814,59
D122,7 Series,West,950,16.10169491525424,32.220338983050844,59
D135,X3,West,2003,33.94915254237288,49.271186440677965,59
D124,4 Series,East,1467,24.864406779661017,38.186440677966104,59
D206,X5,South,2339,39.644067796610166,70.86440677966101,59
D148,X1,South,3095,52.45762711864407,118.20338983050847,59
D239,X1,South,2198,37.25423728813559,101.45762711864407,59
D058,5 Series,North,1415,23.983050847457626,47.25423728813559,59
D074,X1,North,3006,50.94915254237288,155.4406779661017,59
D115,5 Series,East,1382,23.423728813559322,36.45762711864407,59
D006,i4,Central,1549,26.25423728813559,68.03389830508475,59
D104,iX,North,1403,23.779661016949152,64.86440677966101,59
D084,i4,Central,1132,19.1864406779661,32.440677966101696,59
D044,5 Series,South,1473,24.966101694915253,41.101694915254235,59
D089,7 Series,West,1038,17.593220338983052,35.13559322033898,59
D096,4 Series,South,1469,24.89830508474576,72.69491525423729,59
D072,4 Series,North,1668,28.271186440677965,50.389830508474574,59
D018,X1,North,1613,27.338983050847457,69.62711864406779,59
D093,X5,Central,1899,32.186440677966104,58.96610169491525,59
D100,2 Series,North,975,16.52542372881356,28.915254237288135,59
D207,iX,West,2374,40.23728813559322,130.77966101694915,59
D136,i4,South,1591,26.966101694915253,64.89830508474576,59
D165,i4,East,941,15.94915254237288,19.338983050847457,59
D155,iX3,East,1574,26.677966101694917,62.271186440677965,59
D160,4 Series,West,1602,27.152542372881356,41.13559322033898,59
D163,7 Series,East,699,11.847457627118644,18.135593220338983,59
D197,i7,South,849,14.389830508474576,28.491525423728813,59
D133,7 Series,North,837,14.186440677966102,30.64406779661017,59
D157,4 Series,North,1705,28.89830508474576,59.76271186440678,59
D126,X7,East,1396,23.661016949152543,51.220338983050844,59
D037,i7,Central,696,11.796610169491526,18.23728813559322,59
D076,iX,East,1429,24.220338983050848,56.05084745762712,59
D084,2 Series,Central,1098,18.610169491525422,52.220338983050844,59
D076,X7,East,1328,22.508474576271187,34.152542372881356,59
D085,iX3,West,2018,34.20338983050848,67.7457627118644,59
D114,X1,East,2038,34.54237288135593,82.01694915254237,59
D104,4 Series,North,1240,21.016949152542374,48.33898305084746,59
D111,4 Series,South,1335,22.627118644067796,38.610169491525426,59
D071,X7,West,2091,35.440677966101696,76.50847457627118,59
D046,X3,Central,1992,33.76271186440678,73.40677966101696,59
D089,X1,West,2704,45.83050847457627,149.47457627118644,59
D123,iX,West,1896,32.13559322033898,69.49152542372882,59
D166,iX3,Central,1365,23.135593220338983,58.932203389830505,59
D207,X7,West,1653,28.016949152542374,59.6271186440678,59
D147,X5,North,1924,32.610169491525426,101.22033898305085,59
D235,2 Series,East,875,14.830508474576272,24.491525423728813,59
D162,2 Series,West,1929,32.69491525423729,100.49152542372882,59
D207,3 Series,West,2871,48.66101694915254,121.10169491525424,59
D127,X3,North,2076,35.186440677966104,108.94915254237289,59
D126,X3,East,3018,51.152542372881356,176.40677966101694,59
D091,i4,East,1217,20.627118644067796,34.83050847457627,59
D031,3 Series,East,1738,29.45762711864407,37.13559322033898,59
D113,i5,East,1423,24.11864406779661,43.59322033898305,59
D011,i5,East,1341,22.728813559322035,51.440677966101696,59
D063,X5,South,2282,38.67796610169491,118.52542372881356,59
D082,4 Series,East,1326,22.47457627118644,33.16949152542373,59
D027,i5,East,1635,27.71186440677966,46.847457627118644,59
D166,iX,Central,1387,23.508474576271187,49.355932203389834,59
D218,5 Series,North,1867,31.64406779661017,58.20338983050848,59
D225,3 Series,West,1852,31.389830508474578,100.0677966101695,59
D123,i4,West,1816,30.779661016949152,84.08474576271186,59
D195,i7,Central,751,12.728813559322035,39.016949152542374,59
D144,iX,East,1345,22.796610169491526,41.13559322033898,59
D202,3 Series,Central,1625,27.54237288135593,49.355932203389834,59
D158,iX,East,1550,26.271186440677965,41.559322033898304,59
D154,7 Series,South,1127,19.10169491525424,49.30508474576271,59
D201,3 Series,South,2099,35.57627118644068,113.1864406779661,59
D240,iX3,West,2147,36.389830508474574,120.67796610169492,59
D037,X7,Central,1330,22.54237288135593,49.30508474576271,59
D002,X3,West,3018,51.152542372881356,71.91525423728814,59
D116,7 Series,East,723,12.254237288135593,17.610169491525422,59
D025,X5,West,2351,39.847457627118644,68.32203389830508,59
D107,2 Series,West,2179,36.932203389830505,77.76271186440678,59
D073,iX3,East,1992,33.76271186440678,73.72881355932203,59
D025,4 Series,West,1190,20.16949152542373,27.406779661016948,59
D099,X7,West,1003,17.0,23.847457627118644,59
D079,3 Series,East,1143,19.372881355932204,35.440677966101696,59
D121,X7,East,1326,22.47457627118644,35.355932203389834,59
D209,7 Series,South,1027,17.406779661016948,40.50847457627118,59
D210,7 Series,West,1020,17.28813559322034,30.372881355932204,59
D217,i5,North,1601,27.135593220338983,70.27118644067797,59
D150,iX3,North,1114,18.88135593220339,33.440677966101696,59
D174,iX3,West,1958,33.186440677966104,52.40677966101695,59
D177,i4,West,2235,37.88135593220339,59.0,59
D217,X3,North,1975,33.47457627118644,64.55932203389831,59
D175,7 Series,West,1422,24.10169491525424,53.779661016949156,59
D127,i4,North,1589,26.93220338983051,42.67796610169491,59
D147,2 Series,North,1369,23.203389830508474,61.3728813559322,59
D101,X3,Central,2644,44.813559322033896,114.96610169491525,59
D036,iX1,North,2417,40.96610169491525,108.40677966101696,59
D116,i7,East,706,11.966101694915254,15.610169491525424,59
D111,X3,South,1884,31.93220338983051,82.49152542372882,59
D081,X5,Central,1895,32.11864406779661,48.50847457627118,59
D182,2 Series,North,1127,19.10169491525424,40.67796610169491,59
D209,X5,South,2852,48.33898305084746,116.20338983050847,59
D209,X7,South,1431,24.25423728813559,28.389830508474578,59
D142,4 Series,South,1738,29.45762711864407,59.25423728813559,59
D168,i4,North,1292,21.89830508474576,49.983050847457626,59
D185,X7,East,1205,20.423728813559322,28.372881355932204,59
D190,X5,South,1956,33.152542372881356,100.84745762711864,59
D214,5 Series,East,2229,37.779661016949156,61.898305084745765,59
D131,iX3,East,1403,23.779661016949152,37.69491525423729,59
D173,i5,West,2080,35.25423728813559,50.88135593220339,59
D161,7 Series,Central,666,11.288135593220339,15.59322033898305,59
D182,i4,North,1152,19.52542372881356,40.25423728813559,59
D234,iX1,West,1949,33.03389830508475,79.0,59
D247,iX,West,1242,21.050847457627118,42.152542372881356,59
D247,iX3,West,1447,24.52542372881356,50.08474576271186,59
D107,i4,West,1803,30.559322033898304,74.64406779661017,59
D083,iX1,North,1840,31.1864406779661,51.42372881355932,59
D085,i7,West,746,12.64406779661017,20.64406779661017,59
D058,iX1,North,1644,27.864406779661017,52.47457627118644,59
D094,iX1,South,1791,30.35593220338983,45.45762711864407,59
D027,i7,East,619,10.491525423728813,13.322033898305085,59
D075,i7,West,627,10.627118644067796,11.983050847457626,59
D105,iX3,West,2166,36.71186440677966,84.86440677966101,59
D003,X3,West,3157,53.50847457627118,85.79661016949153,59
D077,3 Series,South,1996,33.83050847457627,78.77966101694915,59
D042,i7,West,841,14.254237288135593,25.220338983050848,59
D130,2 Series,West,1405,23.8135593220339,54.440677966101696,59
D167,3 Series,South,1576,26.71186440677966,45.76271186440678,59
D176,X7,East,1009,17.10169491525424,27.35593220338983,59
D177,i7,West,855,14.491525423728813,30.52542372881356,59
D202,X1,Central,2049,34.728813559322035,71.61016949152543,59
D204,X7,West,1103,18.694915254237287,27.915254237288135,59
D206,2 Series,South,986,16.71186440677966,32.3728813559322,59
D226,iX1,South,2313,39.20338983050848,100.45762711864407,59
D228,X7,East,1001,16.966101694915253,38.23728813559322,59
D236,iX,West,1313,22.25423728813559,35.898305084745765,59
D163,iX1,East,1478,25.050847457627118,63.440677966101696,59
D160,i5,West,2372,40.20338983050848,97.77966101694915,59
D151,i4,Central,1947,33.0,64.33898305084746,59
D245,4 Series,West,1704,28.88135593220339,89.28813559322033,59
D244,2 Series,West,1680,28.47457627118644,94.76271186440678,59
D237,X3,West,1991,33.74576271186441,77.27118644067797,59
D011,X1,East,1753,29.71186440677966,51.96610169491525,59
D088,3 Series,South,1764,29.89830508474576,56.50847457627118,59
D021,iX1,East,2005,33.983050847457626,69.57627118644068,59
D054,iX,East,858,14.542372881355933,26.661016949152543,59
D088,i4,South,1502,25.45762711864407,45.42372881355932,59
D097,X3,South,3255,55.16949152542373,128.25423728813558,59
D013,iX,West,2234,37.86440677966102,70.83050847457628,59
D024,3 Series,Central,1447,24.52542372881356,58.05084745762712,59
D060,iX,West,1321,22.389830508474578,38.50847457627118,59
D074,iX3,North,2196,37.220338983050844,94.22033898305085,59
D161,X3,Central,2125,36.016949152542374,50.42372881355932,59
D120,i4,North,1003,17.0,27.322033898305083,59
D181,iX3,Central,1732,29.35593220338983,44.220338983050844,59
D165,X5,East,1555,26.35593220338983,60.355932203389834,59
D177,4 Series,West,2097,35.54237288135593,70.40677966101696,59
D201,2 Series,South,1629,27.610169491525422,56.45762711864407,59
D222,5 Series,East,2064,34.983050847457626,79.67796610169492,59
D197,X5,South,3132,53.08474576271186,93.10169491525424,59
D127,7 Series,North,677,11.474576271186441,30.305084745762713,59
D169,X7,South,1162,19.694915254237287,32.220338983050844,59
D231,X7,East,1276,21.627118644067796,43.220338983050844,59
D166,X1,Central,2218,37.59322033898305,91.96610169491525,59
D080,X1,West,3008,50.983050847457626,61.49152542372882,59
D083,X1,North,2107,35.71186440677966,58.28813559322034,59
D108,X7,West,1535,26.016949152542374,57.66101694915254,59
D070,4 Series,East,1445,24.491525423728813,69.30508474576271,59
D122,2 Series,West,1192,20.203389830508474,42.11864406779661,59
D140,X7,East,896,15.186440677966102,27.949152542372882,59
D206,i7,South,716,12.135593220338983,17.576271186440678,59
D181,3 Series,Central,1907,32.32203389830509,60.11864406779661,59
D175,5 Series,West,3288,55.728813559322035,194.66101694915255,59
D159,3 Series,East,1381,23.406779661016948,48.220338983050844,59
D165,4 Series,East,869,14.728813559322035,22.152542372881356,59
D037,X3,Central,2873,48.69491525423729,67.22033898305085,59
D069,iX3,North,2548,43.186440677966104,120.30508474576271,59
D094,i4,South,1177,19.949152542372882,32.559322033898304,59
D041,3 Series,North,2265,38.389830508474574,51.94915254237288,59
D065,X1,East,2036,34.50847457627118,75.71186440677967,59
D027,iX,East,1283,21.74576271186441,37.88135593220339,59
D061,i4,Central,1390,23.559322033898304,43.71186440677966,59
D011,X7,East,913,15.474576271186441,27.864406779661017,59
D106,X3,West,2170,36.779661016949156,82.94915254237289,59
D134,4 Series,East,1017,17.23728813559322,29.694915254237287,59
D134,i5,East,1079,18.28813559322034,42.67796610169491,59
D158,iX3,East,1585,26.864406779661017,54.88135593220339,59
D176,7 Series,East,618,10.474576271186441,13.067796610169491,59
D191,3 Series,West,2066,35.016949152542374,66.47457627118644,59
D202,iX1,Central,1803,30.559322033898304,81.96610169491525,59
D191,4 Series,West,2016,34.16949152542373,78.01694915254237,59
D122,i5,West,1403,23.779661016949152,70.44067796610169,59
D244,X7,West,1506,25.52542372881356,46.779661016949156,59
D240,iX,West,1576,26.71186440677966,60.813559322033896,59
D026,X1,West,3251,55.101694915254235,134.10169491525423,59
D045,i7,North,733,12.423728813559322,26.779661016949152,59
D034,4 Series,East,934,15.830508474576272,25.338983050847457,59
D098,X1,West,1743,29.54237288135593,59.66101694915254,59
D116,X3,East,2689,45.57627118644068,80.0,59
D094,5 Series,South,1564,26.508474576271187,58.49152542372882,59
D104,iX3,North,1449,24.559322033898304,44.067796610169495,59
D171,X7,North,1526,25.864406779661017,67.20338983050847,59
D129,iX3,East,1645,27.88135593220339,53.88135593220339,59
D165,5 Series,East,1753,29.71186440677966,43.50847457627118,59
D218,3 Series,North,1768,29.966101694915253,63.74576271186441,59
D224,X3,South,2396,40.610169491525426,107.44067796610169,59
D146,iX1,Central,1422,24.10169491525424,40.76271186440678,59
D240,2 Series,West,1239,21.0,55.66101694915254,59
D081,2 Series,Central,1301,22.050847457627118,57.25423728813559,59
D090,iX1,Central,1807,30.627118644067796,63.49152542372882,59
D092,iX,Central,1776,30.10169491525424,74.13559322033899,59
D108,i4,West,1863,31.576271186440678,97.38983050847457,59
D092,X5,Central,1834,31.084745762711865,72.32203389830508,59
D007,2 Series,North,977,16.559322033898304,35.440677966101696,59
D006,iX,Central,1540,26.10169491525424,43.83050847457627,59
D108,i7,West,1139,19.305084745762713,40.0,59
D148,5 Series,South,2481,42.05084745762712,80.54237288135593,59
D230,4 Series,North,1279,21.677966101694917,67.91525423728814,59
D202,i5,Central,1627,27.576271186440678,80.11864406779661,59
D229,5 Series,East,1614,27.35593220338983,54.88135593220339,59
D209,iX1,South,2315,39.23728813559322,118.61016949152543,59
D029,3 Series,East,1796,30.440677966101696,65.54237288135593,59
D033,X7,North,1434,24.305084745762713,66.16949152542372,59
D072,i4,North,1572,26.64406779661017,48.220338983050844,59
D110,iX1,West,1835,31.10169491525424,51.0,59
D078,X1,South,3066,51.96610169491525,123.50847457627118,59
D096,i7,South,913,15.474576271186441,28.64406779661017,59
D068,iX3,South,1781,30.1864406779661,70.7457627118644,59
D116,2 Series,East,968,16.406779661016948,28.406779661016948,59
D113,iX3,East,1927,32.66101694915254,46.440677966101696,59
D025,X3,West,2884,48.88135593220339,122.05084745762711,59
D001,2 Series,North,1105,18.728813559322035,27.271186440677965,59
D064,iX1,Central,1230,20.847457627118644,60.57627118644068,59
D100,5 Series,North,1993,33.779661016949156,69.86440677966101,59
D132,2 Series,East,936,15.864406779661017,24.06779661016949,59
D167,X1,South,2262,38.33898305084746,55.59322033898305,59
D008,i7,West,919,15.576271186440678,28.508474576271187,59
D028,iX1,Central,2035,34.49152542372882,57.79661016949152,59
D116,iX,East,1289,21.847457627118644,59.728813559322035,59
D063,X7,South,1095,18.559322033898304,46.05084745762712,59
D080,5 Series,West,3424,58.03389830508475,91.40677966101696,59
D103,X5,Central,1387,23.508474576271187,66.66101694915254,59
D071,i5,West,2737,46.389830508474574,106.83050847457628,59
D127,X5,North,1674,28.372881355932204,63.91525423728814,59
D184,X5,West,3313,56.152542372881356,134.20338983050848,59
D138,i7,North,518,8.779661016949152,11.864406779661017,59
D149,2 Series,Central,879,14.898305084745763,32.0,59
D187,X1,North,2171,36.79661016949152,49.779661016949156,59
D188,iX1,South,1387,23.508474576271187,50.42372881355932,59
D120,4 Series,North,1165,19.74576271186441,37.3728813559322,59
D189,4 Series,South,1202,20.372881355932204,52.47457627118644,59
D147,iX,North,1322,22.406779661016948,46.45762711864407,59
D224,X1,South,1628,27.593220338983052,46.016949152542374,59
D119,iX3,South,1597,27.06779661016949,68.62711864406779,59
D141,X1,Central,1990,33.728813559322035,56.28813559322034,59
D144,i7,East,678,11.491525423728813,16.796610169491526,59
D249,i7,West,784,13.288135593220339,21.203389830508474,59
D032,i5,South,1935,32.79661016949152,90.88135593220339,59
D057,iX,East,1534,26.0,67.01694915254237,59
D075,X7,West,1214,20.576271186440678,23.661016949152543,59
D099,i7,West,564,9.559322033898304,14.745762711864407,59
D017,X5,East,2295,38.898305084745765,92.66101694915254,59
D051,3 Series,West,1984,33.6271186440678,64.44067796610169,59
D125,4 Series,Central,1469,24.89830508474576,53.05084745762712,59
D169,iX1,South,1599,27.10169491525424,43.74576271186441,59
D220,X3,Central,2123,35.983050847457626,99.03389830508475,59
D217,X5,North,2211,37.47457627118644,89.86440677966101,59
D183,X1,East,1914,32.440677966101696,64.37288135593221,59
D189,X5,South,2198,37.25423728813559,80.16949152542372,59
D003,2 Series,West,1691,28.661016949152543,60.49152542372882,59
D025,iX3,West,1632,27.661016949152543,72.30508474576271,59
D084,X7,Central,1276,21.627118644067796,36.88135593220339,59
D093,i4,Central,1354,22.949152542372882,30.677966101694917,59
D103,iX,Central,757,12.830508474576272,15.338983050847459,59
D029,4 Series,East,1384,23.45762711864407,32.52542372881356,59
D014,7 Series,West,814,13.796610169491526,17.203389830508474,59
D008,i5,West,2067,35.03389830508475,76.13559322033899,59
D236,X7,West,1603,27.16949152542373,100.38983050847457,59
D147,X7,North,1044,17.694915254237287,29.271186440677965,59
D204,4 Series,West,1516,25.694915254237287,39.32203389830509,59
D177,X3,West,3430,58.13559322033898,101.62711864406779,59
D180,X5,East,1931,32.728813559322035,99.86440677966101,59
D231,5 Series,East,1751,29.677966101694917,67.15254237288136,59
D244,X5,West,3389,57.440677966101696,174.61016949152543,59
D004,X5,East,1393,23.610169491525422,49.898305084745765,59
D042,iX,West,1874,31.76271186440678,53.42372881355932,59
D048,X5,Central,2548,43.186440677966104,79.01694915254237,59
D066,X7,South,1695,28.728813559322035,77.01694915254237,59
D076,iX3,East,1675,28.389830508474578,65.8135593220339,59
D045,X5,North,1682,28.508474576271187,61.6271186440678,59
D014,4 Series,West,1343,22.76271186440678,40.71186440677966,59
D079,i5,East,1330,22.54237288135593,51.20338983050848,59
D007,iX,North,1039,17.610169491525422,38.42372881355932,59
D087,5 Series,North,1393,23.610169491525422,47.25423728813559,59
D081,4 Series,Central,1355,22.966101694915253,38.67796610169491,59
D193,2 Series,West,1212,20.54237288135593,46.67796610169491,59
D214,i5,East,1924,32.610169491525426,98.71186440677967,59
D220,iX,Central,1155,19.576271186440678,50.847457627118644,59
D221,X1,North,2692,45.6271186440678,86.03389830508475,59
D132,X7,East,753,12.76271186440678,30.1864406779661,59
D139,2 Series,South,1830,31.016949152542374,80.66101694915254,59
D219,7 Series,East,591,10.016949152542374,11.59322033898305,59
D187,i7,North,621,10.525423728813559,20.52542372881356,59
D235,X1,East,1153,19.54237288135593,34.71186440677966,59
D242,X5,East,1194,20.23728813559322,61.813559322033896,59
D052,i4,North,1538,26.06779661016949,58.69491525423729,59
D102,4 Series,North,833,14.11864406779661,19.983050847457626,59
D104,X1,North,2443,41.40677966101695,94.13559322033899,59
D096,i4,South,2295,38.898305084745765,69.11864406779661,59
D008,X5,West,2363,40.05084745762712,139.864406779661,59
D019,i5,Central,1419,24.050847457627118,67.96610169491525,59
D087,3 Series,North,1160,19.661016949152543,57.28813559322034,59
